Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-kudi,branch-kc99,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Context,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: colour_blindness,Store: particpant_age
1,1771095963362,14/02/2026 19:06:03,1771095963362,0,14/02/2026 19:06:03,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1771095976452,14/02/2026 19:06:16,1771095976452,0,14/02/2026 19:06:16,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,43,,,,Age,1,object-2,No,43
9,1771095976452,14/02/2026 19:06:16,1771095976452,0,14/02/2026 19:06:16,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,43
10,1771095976452,14/02/2026 19:06:16,1771095976452,0,14/02/2026 19:06:16,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,43
11,1771095976453,14/02/2026 19:06:16,1771095976453,0,14/02/2026 19:06:16,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,43
12,1771095976453,14/02/2026 19:06:16,1771095976453,0,14/02/2026 19:06:16,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,43
13,1771095976454,14/02/2026 19:06:16,1771095976454,0,14/02/2026 19:06:16,249847,7,questionnaire-524p,,52739513,BLINDED,15150544,,complete,,,mobile,undefined K,Android 10,Samsung Internet 29.0,384x854,384x682,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13017,,,,,,
1,1771094307469,14/02/2026 18:38:27,1771094307469,0,14/02/2026 18:38:27,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
12,1771094335650,14/02/2026 18:38:55,1771094335650,0,14/02/2026 18:38:55,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,50,,,,Age,1,object-2,No,50
13,1771094335650,14/02/2026 18:38:55,1771094335650,0,14/02/2026 18:38:55,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,50
14,1771094335650,14/02/2026 18:38:55,1771094335650,0,14/02/2026 18:38:55,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,50
15,1771094335650,14/02/2026 18:38:55,1771094335650,0,14/02/2026 18:38:55,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,50
16,1771094335650,14/02/2026 18:38:55,1771094335650,0,14/02/2026 18:38:55,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,50
17,1771094335651,14/02/2026 18:38:55,1771094335651,0,14/02/2026 18:38:55,249847,7,questionnaire-524p,,52739104,BLINDED,15150445,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,390x844,390x658,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,28152,,,,,,
1,1770808762821,11/02/2026 11:19:22,1770808762821,0,11/02/2026 11:19:22,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770808770933,11/02/2026 11:19:30,1770808770933,0,11/02/2026 11:19:30,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,33,,,,Age,1,object-2,No,33
9,1770808770933,11/02/2026 11:19:30,1770808770933,0,11/02/2026 11:19:30,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,33
10,1770808770933,11/02/2026 11:19:30,1770808770933,0,11/02/2026 11:19:30,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,33
11,1770808770933,11/02/2026 11:19:30,1770808770933,0,11/02/2026 11:19:30,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,33
12,1770808770933,11/02/2026 11:19:30,1770808770933,0,11/02/2026 11:19:30,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,33
13,1770808770933,11/02/2026 11:19:30,1770808770933,0,11/02/2026 11:19:30,249847,7,questionnaire-524p,,52612164,BLINDED,15114579,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 416.0.0.26.68,428x926,428x744,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,8088,,,,,,
1,1770766428649,10/02/2026 23:33:48,1770766428649,0,10/02/2026 23:33:48,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770766437616,10/02/2026 23:33:57,1770766437616,0,10/02/2026 23:33:57,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,21,,,,Age,1,object-2,No,21
9,1770766437616,10/02/2026 23:33:57,1770766437616,0,10/02/2026 23:33:57,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
10,1770766437616,10/02/2026 23:33:57,1770766437616,0,10/02/2026 23:33:57,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
11,1770766437616,10/02/2026 23:33:57,1770766437616,0,10/02/2026 23:33:57,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,21
12,1770766437616,10/02/2026 23:33:57,1770766437616,0,10/02/2026 23:33:57,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,21
13,1770766437616,10/02/2026 23:33:57,1770766437616,0,10/02/2026 23:33:57,249847,7,questionnaire-524p,,52602266,BLINDED,15111495,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Instagram 416.0.0.26.68,393x852,393x658,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,8937,,,,,,
1,1770765874468,10/02/2026 23:24:34,1770765874468,0,10/02/2026 23:24:34,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770765887820,10/02/2026 23:24:47,1770765887820,0,10/02/2026 23:24:47,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,21,,,,Age,1,object-2,No,21
9,1770765887820,10/02/2026 23:24:47,1770765887820,0,10/02/2026 23:24:47,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
10,1770765887820,10/02/2026 23:24:47,1770765887820,0,10/02/2026 23:24:47,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
11,1770765887821,10/02/2026 23:24:47,1770765887821,0,10/02/2026 23:24:47,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,21
12,1770765887821,10/02/2026 23:24:47,1770765887821,0,10/02/2026 23:24:47,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,21
13,1770765887821,10/02/2026 23:24:47,1770765887821,0,10/02/2026 23:24:47,249847,7,questionnaire-524p,,52602093,BLINDED,15111447,,complete,,,mobile,Apple iPhone,iOS 18.7,Instagram 415.1.0.24.68,428x926,428x859,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,13317,,,,,,
1,1770754180987,10/02/2026 20:09:40,1770754180987,0,10/02/2026 20:09:40,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770754196704,10/02/2026 20:09:56,1770754196704,0,10/02/2026 20:09:56,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,51,,,,Age,1,object-2,No,51
9,1770754196704,10/02/2026 20:09:56,1770754196704,0,10/02/2026 20:09:56,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,51
10,1770754196704,10/02/2026 20:09:56,1770754196704,0,10/02/2026 20:09:56,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,51
11,1770754196704,10/02/2026 20:09:56,1770754196704,0,10/02/2026 20:09:56,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,51
12,1770754196705,10/02/2026 20:09:56,1770754196705,0,10/02/2026 20:09:56,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,51
13,1770754196705,10/02/2026 20:09:56,1770754196705,0,10/02/2026 20:09:56,249847,7,questionnaire-524p,,52596562,BLINDED,15109412,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1920x957,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,15703,,,,,,
1,1770668723657,09/02/2026 20:25:23,1770668723657,0,09/02/2026 20:25:23,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770668731550,09/02/2026 20:25:31,1770668731550,0,09/02/2026 20:25:31,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770668731550,09/02/2026 20:25:31,1770668731550,0,09/02/2026 20:25:31,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770668731550,09/02/2026 20:25:31,1770668731550,0,09/02/2026 20:25:31,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770668731550,09/02/2026 20:25:31,1770668731550,0,09/02/2026 20:25:31,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770668731550,09/02/2026 20:25:31,1770668731550,0,09/02/2026 20:25:31,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770668731550,09/02/2026 20:25:31,1770668731550,0,09/02/2026 20:25:31,249847,7,questionnaire-524p,,52549103,BLINDED,15096089,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,428x926,428x825,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,7857,,,,,,
1,1770666756963,09/02/2026 19:52:36,1770666756963,0,09/02/2026 19:52:36,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770666764952,09/02/2026 19:52:44,1770666764952,0,09/02/2026 19:52:44,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,20,,,,Age,1,object-2,No,20
9,1770666764952,09/02/2026 19:52:44,1770666764952,0,09/02/2026 19:52:44,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
10,1770666764952,09/02/2026 19:52:44,1770666764952,0,09/02/2026 19:52:44,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,20
11,1770666764953,09/02/2026 19:52:44,1770666764953,0,09/02/2026 19:52:44,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,20
12,1770666764953,09/02/2026 19:52:44,1770666764953,0,09/02/2026 19:52:44,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,20
13,1770666764953,09/02/2026 19:52:44,1770666764953,0,09/02/2026 19:52:44,249847,7,questionnaire-524p,,52547594,BLINDED,15095723,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,7949,,,,,,
1,1770666766950,09/02/2026 19:52:46,1770666766950,0,09/02/2026 19:52:46,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770666776874,09/02/2026 19:52:56,1770666776874,0,09/02/2026 19:52:56,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,21,,,,Age,1,object-2,No,21
9,1770666776874,09/02/2026 19:52:56,1770666776874,0,09/02/2026 19:52:56,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Male,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
10,1770666776875,09/02/2026 19:52:56,1770666776875,0,09/02/2026 19:52:56,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,1,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,21
11,1770666776875,09/02/2026 19:52:56,1770666776875,0,09/02/2026 19:52:56,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,value,No,,,Yes|No,colour_blindness,3,object-4,No,21
12,1770666776875,09/02/2026 19:52:56,1770666776875,0,09/02/2026 19:52:56,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,"Are you diagnosed or do you believe that you suffer from a form of Colour blindness? (Protanopia, Tritanopia etc.)
# If your answer is 'Yes' you will be excluded from the study.",response,quantised,2,,,Yes|No,colour_blindness,3,object-4,No,21
13,1770666776875,09/02/2026 19:52:56,1770666776875,0,09/02/2026 19:52:56,249847,7,questionnaire-524p,,52547600,BLINDED,15095731,,complete,,,mobile,Apple iPhone,iOS 18.7,Snapchat 13.78.1.0,390x844,390x743,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,END,,9888,,,,,,
1,1770562617177,08/02/2026 14:56:57,1770562617177,0,08/02/2026 14:56:57,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,,,,,info,,BEGIN,,,,,,,,
8,1770562637119,08/02/2026 14:57:17,1770562637119,0,08/02/2026 14:57:17,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What is your age in years?,response,value,19,,,,Age,1,object-2,No,19
9,1770562637119,08/02/2026 14:57:17,1770562637119,0,08/02/2026 14:57:17,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,value,Female,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
10,1770562637119,08/02/2026 14:57:17,1770562637119,0,08/02/2026 14:57:17,249847,7,questionnaire-524p,,52495308,BLINDED,15081064,,complete,,,mobile,Apple iPhone,iOS 18.6.2,Snapchat 13.78.1.0,393x852,393x739,,,0,2. Demographics,5,Colour - no,age_over,Page 1,l3fife,1,What gender do you identify with?,response,quantised,2,,,Male|Female|Non-binary|Prefer not to say,Gender,2,object-3,No,19
